Year,Updated On,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats
10224738,HY411648,09/05/2015 01:30:00 PM,043XX S WOOD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0924,009,12,61,08B,1165074,1875917,2015,02/10/2018 03:50:01 PM,41.815117282,-87.669999562,"(41.815117282, -87.669999562)",29,14924,59,706,3,37,23,108
10224739,HY411615,09/04/2015 11:30:00 AM,008XX N CENTRAL AVE,0870,THEFT,POCKET-PICKING,CTA BUS,false,false,1511,015,29,25,06,1138875,1904869,2015,02/10/2018 03:50:01 PM,41.895080471,-87.765400451,"(41.895080471, -87.765400451)",4,4299,26,562,45,5,25,67
11646166,JC213529,09/01/2018 12:01:00 AM,082XX S INGLESIDE AVE,0810,THEFT,OVER $500,RESIDENCE,false,true,0631,006,8,44,06,,,2018,04/06/2019 04:04:43 PM,,,,,,,,,,,
10224740,HY411595,09/05/2015 12:45:00 PM,035XX W BARRY AVE,2023,NARCOTICS,POSS: HEROIN(BRN/TAN),SIDEWALK,true,false,1412,014,35,21,18,1152037,1920384,2015,02/10/2018 03:50:01 PM,41.937405765,-87.716649687,"(41.937405765, -87.716649687)",15,21538,22,216,12,39,7,168
10224741,HY411610,09/05/2015 01:00:00 PM,0000X N LARAMIE AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,1522,015,28,25,08A,1141706,1900086,2015,02/10/2018 03:50:01 PM,41.881903443,-87.755121152,"(41.881903443, -87.755121152)",11,22216,26,696,23,32,25,81
10224742,HY411435,09/05/2015 10:55:00 AM,082XX S LOOMIS BLVD,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0614,006,21,71,05,1168430,1850165,2015,02/10/2018 03:50:01 PM,41.744378879,-87.658430635,"(41.744378879, -87.658430635)",18,21554,70,575,13,59,20,237
10224743,HY411629,09/04/2015 06:00:00 PM,021XX W CHURCHILL ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,1434,014,32,24,05,1161628,1912157,2015,02/10/2018 03:50:01 PM,41.914635603,-87.681630909,"(41.914635603, -87.681630909)",16,22535,25,179,40,1,7,192
10224744,HY411605,09/05/2015 01:00:00 PM,025XX W CERMAK RD,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1034,010,25,31,06,1159734,1889313,2015,09/17/2015 11:37:18 AM,41.851988885,-87.689219118,"(41.851988885, -87.689219118)",11,14920,32,203,23,43,21,151
10224745,HY411654,09/05/2015 11:30:00 AM,031XX W WASHINGTON BLVD,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,true,1222,012,27,27,03,1155536,1900515,2015,02/10/2018 03:50:01 PM,41.88281374,-87.704325717,"(41.88281374, -87.704325717)",41,21184,28,50,46,28,15,77
11645836,JC212333,05/01/2016 12:25:00 AM,055XX S ROCKWELL ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0824,008,15,63,11,,,2016,04/06/2019 04:04:43 PM,,,,,,,,,,,
10224746,HY411662,09/05/2015 02:00:00 PM,071XX S PULASKI RD,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,0833,008,13,65,06,1150938,1857056,2015,02/10/2018 03:50:01 PM,41.763647552,-87.722344693,"(41.763647552, -87.722344693)",23,21867,63,318,30,58,13,209
10224749,HY411626,09/05/2015 11:00:00 AM,052XX N MILWAUKEE AVE,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,false,false,1623,016,45,11,08B,1137969,1934340,2015,02/10/2018 03:50:01 PM,41.975968415,-87.768014257,"(41.975968415, -87.768014257)",20,21869,11,128,50,48,12,58
10224750,HY411632,09/05/2015 03:00:00 AM,0000X W 103RD ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,0512,005,34,49,26,1177871,1836676,2015,02/10/2018 03:50:01 PM,41.707154919,-87.624244993,"(41.707154919, -87.624244993)",30,21861,45,569,43,19,10,250
10224751,HY411566,09/05/2015 12:50:00 PM,013XX E 47TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0222,002,4,39,08B,1185907,1874105,2015,02/10/2018 03:50:01 PM,41.809678314,-87.593638934,"(41.809678314, -87.593638934)",1,4301,5,450,10,36,24,113
10224752,HY411601,09/03/2015 01:00:00 PM,020XX W SCHILLER ST,0810,THEFT,OVER $500,STREET,false,false,1424,014,1,24,06,1162574,1909428,2015,02/10/2018 03:50:01 PM,41.907127255,-87.678232016,"(41.907127255, -87.678232016)",24,21560,25,481,41,4,7,200
10224753,HY411489,09/05/2015 11:45:00 AM,080XX S JUSTINE ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,false,false,0612,006,21,71,04B,1167400,1851512,2015,02/10/2018 03:50:01 PM,41.748097343,-87.662166183,"(41.748097343, -87.662166183)",18,21554,70,558,13,59,20,230
10224754,HY411656,09/05/2015 01:30:00 PM,007XX N LEAMINGTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1531,015,28,25,14,1141889,1904448,2015,02/10/2018 03:50:01 PM,41.893869916,-87.754341096,"(41.893869916, -87.754341096)",11,22216,26,694,45,32,25,69
10224756,HY410094,07/08/2015 12:00:00 AM,103XX S TORRENCE AVE,0620,BURGLARY,UNLAWFUL ENTRY,OTHER,false,false,0434,004,10,51,05,1195508,1836950,2015,02/10/2018 03:50:01 PM,41.707490122,-87.559650325,"(41.707490122, -87.559650325)",47,21202,48,527,37,25,19,255
10224757,HY411388,09/05/2015 09:55:00 AM,088XX S PAULINA ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,true,false,2221,022,21,71,05,1166554,1846067,2015,02/10/2018 03:50:01 PM,41.733173536,-87.665421067,"(41.733173536, -87.665421067)",18,21554,70,488,13,59,9,245
10224758,HY411568,09/05/2015 12:35:00 PM,059XX W GRACE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1633,016,38,15,08B,1136014,1924656,2015,02/10/2018 03:50:01 PM,41.949429769,-87.775435529,"(41.949429769, -87.775435529)",25,22254,15,311,19,52,12,27
10224759,HY411581,09/04/2015 10:30:00 PM,100XX S AVENUE L,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0432,004,10,52,14,1201814,1839027,2015,02/10/2018 03:50:01 PM,41.713031786,-87.536487809,"(41.713031786, -87.536487809)",47,21202,49,528,47,25,19,247
10224761,HY411650,09/02/2015 12:01:00 AM,049XX W WINNEMAC AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,1623,016,45,12,14,1142583,1933126,2015,02/10/2018 03:50:01 PM,41.972552295,-87.751076926,"(41.972552295, -87.751076926)",20,21869,12,746,50,48,12,58
10224762,HY411563,09/04/2015 03:00:00 PM,100XX S AVENUE L,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0432,004,10,52,14,1201814,1839027,2015,02/10/2018 03:50:01 PM,41.713031786,-87.536487809,"(41.713031786, -87.536487809)",47,21202,49,528,47,25,19,247
10224763,HY411606,09/05/2015 01:45:00 PM,020XX E 71ST ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0331,003,5,43,03,1190856,1858321,2015,02/10/2018 03:50:01 PM,41.766247597,-87.575997062,"(41.766247597, -87.575997062)",32,22538,39,152,33,24,18,262
10224764,HY411550,09/03/2015 09:00:00 PM,100XX S AVENUE L,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0432,004,10,52,14,1201814,1839062,2015,02/10/2018 03:50:01 PM,41.713127829,-87.536486623,"(41.713127829, -87.536486623)",47,21202,49,528,47,25,19,247
10224765,HY411328,09/05/2015 08:45:00 AM,077XX S SOUTH SHORE DR,0560,ASSAULT,SIMPLE,APARTMENT,false,true,0421,004,7,43,08A,1197240,1854764,2015,02/10/2018 03:50:01 PM,41.756330319,-87.552716204,"(41.756330319, -87.552716204)",43,22538,39,421,37,24,19,225
10224766,HY411198,09/05/2015 06:20:00 AM,075XX S PHILLIPS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0421,004,7,43,08B,1193840,1855495,2015,02/10/2018 03:50:01 PM,41.758420222,-87.565152335,"(41.758420222, -87.565152335)",43,22538,39,245,37,24,19,225
10224767,HY410417,09/04/2015 04:15:00 PM,079XX S SAGINAW AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0422,004,7,46,03,1195224,1852934,2015,02/10/2018 03:50:01 PM,41.75135862,-87.560164545,"(41.75135862, -87.560164545)",43,21202,42,244,37,25,19,234
10224768,HY410651,09/03/2015 08:30:00 PM,078XX S ESCANABA AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,0421,004,7,43,06,1196887,1853400,2015,02/10/2018 03:50:01 PM,41.752596188,-87.554055126,"(41.752596188, -87.554055126)",43,22538,39,246,37,24,19,225
10224769,HY411672,09/05/2015 02:30:00 PM,005XX S STATE ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,0123,001,2,32,06,1176446,1897964,2015,02/10/2018 03:50:01 PM,41.875367424,-87.627620993,"(41.875367424, -87.627620993)",48,14913,38,92,10,35,22,144
10224770,HY411586,09/05/2015 12:40:00 PM,005XX W 61ST PL,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE PORCH/HALLWAY,true,false,0711,007,20,68,04B,1173653,1864134,2015,02/10/2018 03:50:01 PM,41.782597483,-87.638879769,"(41.782597483, -87.638879769)",53,21559,66,166,4,11,17,135
10224772,HY411681,09/04/2015 11:00:00 PM,011XX N ASHLAND AVE,0810,THEFT,OVER $500,STREET,false,false,1213,012,1,24,06,1165522,1907528,2015,02/10/2018 03:50:01 PM,41.901851233,-87.667456951,"(41.901851233, -87.667456951)",24,21560,25,518,41,4,15,60
10224773,HY411685,09/05/2015 07:00:00 AM,029XX W FIFTH AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1124,011,2,27,05,1156926,1899592,2015,02/10/2018 03:50:01 PM,41.880252868,-87.69924661,"(41.880252868, -87.69924661)",48,21184,28,51,46,28,16,123
10224775,HY411666,09/05/2015 09:00:00 AM,068XX S KEATING AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,0833,008,13,65,26,1146015,1859113,2015,09/17/2015 11:37:18 AM,41.769386857,-87.740336842,"(41.769386857, -87.740336842)",23,4300,63,318,15,58,13,209
10224776,HY411687,09/05/2015 02:45:00 PM,071XX S PULASKI RD,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0833,008,13,65,06,1150938,1857056,2015,02/10/2018 03:50:01 PM,41.763647552,-87.722344693,"(41.763647552, -87.722344693)",23,21867,63,318,30,58,13,209
10224778,HY411675,09/05/2015 02:44:00 PM,047XX N KEELER AVE,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,1722,017,39,14,08A,1147525,1931300,2015,02/10/2018 03:50:01 PM,41.967448012,-87.732951137,"(41.967448012, -87.732951137)",28,21869,14,257,38,48,1,11
10224779,HY411651,09/02/2015 12:00:00 PM,076XX S PHILLIPS AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,VEHICLE NON-COMMERCIAL,false,true,0421,004,7,43,26,1193859,1854719,2015,02/10/2018 03:50:01 PM,41.756290353,-87.565108099,"(41.756290353, -87.565108099)",43,22538,39,245,37,24,19,225
10224780,HY411660,09/05/2015 02:30:00 PM,016XX S HARDING AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,true,false,1014,010,24,29,26,1150326,1891507,2015,02/10/2018 03:50:01 PM,41.858197949,-87.723692079,"(41.858197949, -87.723692079)",36,21569,30,752,14,57,21,156
10224781,HY411499,09/05/2015 11:20:00 AM,026XX W HOLLYWOOD AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,2011,020,40,2,03,1157555,1937753,2015,02/10/2018 03:50:01 PM,41.984956576,-87.69589518,"(41.984956576, -87.69589518)",46,4450,20,15,24,50,2,57
10224782,HY411661,09/05/2015 02:35:00 PM,068XX S PERRY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,0722,007,6,69,18,1176575,1859730,2015,02/10/2018 03:50:01 PM,41.770447177,-87.628299291,"(41.770447177, -87.628299291)",31,21559,67,513,32,11,17,201
10224783,HY411679,09/05/2015 02:40:00 PM,041XX W CRYSTAL ST,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,SIDEWALK,true,false,2534,025,37,23,15,1148654,1908016,2015,02/10/2018 03:50:01 PM,41.903532921,-87.729402988,"(41.903532921, -87.729402988)",4,4299,24,286,45,5,6,194
10224784,HY411422,09/04/2015 07:30:00 PM,004XX W MARQUETTE RD,0810,THEFT,OVER $500,OTHER,false,false,0722,007,6,68,06,1174441,1860502,2015,02/10/2018 03:50:01 PM,41.772613371,-87.636098706,"(41.772613371, -87.636098706)",31,21559,66,435,32,11,17,201
10224786,HY411514,09/05/2015 12:04:00 PM,062XX S PRINCETON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,false,false,0711,007,20,68,14,1175356,1863632,2015,02/10/2018 03:50:01 PM,41.781182029,-87.632651097,"(41.781182029, -87.632651097)",53,21559,66,166,4,11,17,135
10224787,HY410733,09/04/2015 08:20:00 PM,060XX S CARPENTER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,0712,007,16,68,08B,1170346,1864847,2015,02/10/2018 03:50:01 PM,41.78462669,-87.650983434,"(41.78462669, -87.650983434)",19,21559,66,434,2,11,17,261
10224788,HY410899,03/27/2014 12:01:00 AM,035XX S MICHIGAN AVE,5111,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,POLICE FACILITY/VEH PARKING LOT,true,false,0213,002,3,35,26,1177772,1881665,2014,02/10/2018 03:50:01 PM,41.830611847,-87.623247369,"(41.830611847, -87.623247369)",12,4301,1,446,9,36,24,102
10224789,HY411717,09/05/2015 03:12:00 PM,052XX W QUINCY ST,1460,WEAPONS VIOLATION,POSS FIREARM/AMMO:NO FOID CARD,STREET,true,false,1522,015,29,25,15,1141442,1898499,2015,02/10/2018 03:50:01 PM,41.877553391,-87.756129762,"(41.877553391, -87.756129762)",52,22216,26,68,7,32,25,97
10224790,HY411713,09/01/2015 09:00:00 AM,0000X W ILLINOIS ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,RESTAURANT,false,false,1831,018,42,8,10,1176121,1903605,2015,02/10/2018 03:50:01 PM,41.890853973,-87.628644182,"(41.890853973, -87.628644182)",22,4446,37,669,36,55,14,73
10224791,HY411719,09/05/2015 03:28:00 PM,064XX S GREEN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0723,007,16,68,08B,1171743,1862151,2015,02/10/2018 03:50:01 PM,41.777198018,-87.645940487,"(41.777198018, -87.645940487)",19,21559,66,436,2,11,17,202
10224792,HY411709,09/05/2015 03:20:00 PM,030XX W FLOURNOY ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,true,false,1134,011,28,27,18,1156237,1896878,2015,02/10/2018 03:50:01 PM,41.87281932,-87.701849872,"(41.87281932, -87.701849872)",11,21184,28,36,23,28,16,140
10224794,HY411721,09/05/2015 03:44:00 PM,074XX S WABASH AVE,143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,RESIDENCE,false,false,0323,003,6,69,15,1178006,1855786,2015,02/10/2018 03:50:01 PM,41.759592098,-87.623173211,"(41.759592098, -87.623173211)",31,21546,67,474,32,61,18,223
10224795,HY409178,09/03/2015 05:55:00 PM,027XX W POLK ST,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,false,false,1135,011,2,27,15,1158219,1896257,2015,02/10/2018 03:50:01 PM,41.871074992,-87.694589977,"(41.871074992, -87.694589977)",11,21184,28,38,23,28,16,146
